,구청명,월강수량
0,용산구,0.0389
1,관악구,0.0
2,은평구,0.0
3,성북구,0.0778
4,강북구,0.0389
5,노원구,0.0
6,강남구,0.0389
7,종로구,0.0389
8,동작구,0.0778
9,마포구,0.0389
10,양천구,0.0
11,동대문구,1.7778
12,광진구,0.0778
13,송파구,0.0778
14,강동구,0.0389
15,도봉구,0.0
16,서대문구,0.0
17,금천구,0.0
18,중구,0.0778
19,성동구,0.0
20,중랑구,0.0
21,구로구,0.0
22,서초구,0.0
23,강서구,0.0
