,구청명,월강수량
0,용산구,4.6892499999999995
1,도봉구,3.4383500000000002
2,동대문구,5.6232500000000005
3,성북구,6.4689
4,서초구,4.27525
5,서대문구,2.769
6,영등포구,4.51715
7,금천구,4.679550000000001
8,마포구,4.774100000000001
9,양천구,4.81675
10,강서구,4.80705
11,광진구,2.3532
12,송파구,4.19855
13,동작구,5.0026
14,중랑구,5.602399999999999
15,노원구,6.84235
16,은평구,9.79315
17,중구,5.1139
18,성동구,4.7494000000000005
19,구로구,4.54765
20,관악구,4.32005
21,강동구,4.63715
22,강북구,3.6898
23,강남구,6.439850000000001
24,종로구,5.9798
