,구청명,월강수량
0,용산구,7.9830499999999995
1,도봉구,4.0088
2,동대문구,7.701949999999999
3,성북구,8.0908
4,서초구,8.7974
5,서대문구,3.7750000000000004
6,영등포구,7.706099999999999
7,마포구,8.300149999999999
8,금천구,8.2425
9,양천구,7.7581
10,강서구,7.14715
11,광진구,4.7661
12,송파구,11.39425
13,동작구,8.56355
14,중랑구,8.2556
15,노원구,7.16475
16,은평구,10.841049999999997
17,중구,8.1213
18,성동구,7.307850000000001
19,구로구,8.1707
20,관악구,8.918849999999999
21,강동구,11.21525
22,강북구,3.81135
23,강남구,15.133500000000002
24,종로구,8.012550000000001
