,구청명,월강수량
0,마포구,444.0
1,강남구,746.0
2,용산구,502.0
3,은평구,797.0
4,성동구,553.0
5,동작구,527.0
6,종로구,522.0
7,강서구,472.0
8,송파구,701.0
9,영등포구,404.0
10,금천구,464.0
11,광진구,323.0
12,구로구,167.0
13,강동구,654.0
14,서대문구,251.0
15,동대문구,668.0
16,관악구,474.0
17,중랑구,356.0
18,노원구,416.0
19,서초구,609.0
20,중구,569.0
21,도봉구,264.0
22,강북구,264.0
23,성북구,585.0
24,양천구,434.0
