,구청명,월강수량
0,마포구,2469.0
1,강남구,2760.0
2,용산구,1751.0
3,은평구,3632.0
4,성동구,1857.0
5,동작구,1954.0
6,종로구,2439.0
7,강서구,2431.0
8,송파구,2031.0
9,영등포구,2138.0
10,금천구,1939.0
11,광진구,992.0
12,구로구,2072.0
13,강동구,2052.0
14,서대문구,1285.0
15,동대문구,2075.0
16,관악구,1747.0
17,중랑구,2040.0
18,노원구,2510.0
19,서초구,1720.0
20,중구,2184.0
21,강북구,1337.0
22,도봉구,1325.0
23,성북구,2456.0
24,양천구,1948.0
