,구청명,월강수량
0,마포구,39.0
1,강남구,159.0
2,용산구,65.0
3,은평구,67.0
4,성동구,72.0
5,동작구,88.0
6,강서구,65.0
7,종로구,49.0
8,송파구,122.0
9,영등포구,49.0
10,금천구,109.0
11,광진구,26.0
12,구로구,28.0
13,강동구,78.0
14,서대문구,33.0
15,동대문구,75.0
16,관악구,82.0
17,중랑구,81.0
18,노원구,68.0
19,서초구,101.0
20,중구,72.0
21,강북구,0.0
22,도봉구,31.0
23,성북구,70.0
24,양천구,65.0
