,구청명,월강수량
0,마포구,2889.0
1,강남구,3897.0
2,용산구,2838.0
3,은평구,5926.0
4,성동구,2874.0
5,동작구,3027.0
6,종로구,3618.0
7,강서구,2909.0
8,송파구,2540.0
9,영등포구,2733.0
10,금천구,2832.0
11,광진구,1424.0
12,구로구,2752.0
13,강동구,2806.0
14,서대문구,1676.0
15,동대문구,3402.0
16,관악구,2614.0
17,중랑구,3390.0
18,노원구,4140.0
19,서초구,2587.0
20,중구,3095.0
21,도봉구,2081.0
22,강북구,2233.0
23,성북구,3914.0
24,양천구,2915.0
