,구청명,월강수량
0,마포구,289.0
1,강남구,312.0
2,용산구,260.0
3,은평구,409.0
4,성동구,326.0
5,동작구,353.0
6,강서구,817.0
7,종로구,309.0
8,송파구,90.0
9,영등포구,345.0
10,금천구,755.0
11,광진구,120.0
12,구로구,379.0
13,강동구,186.0
14,서대문구,213.0
15,동대문구,817.0
16,관악구,372.0
17,중랑구,199.0
18,노원구,189.0
19,서초구,266.0
20,중구,269.0
21,강북구,172.0
22,도봉구,120.0
23,성북구,279.0
24,양천구,325.0
