,구청명,월강수량
0,마포구,11933.0
1,강남구,24319.0
2,용산구,13953.0
3,은평구,19790.0
4,성동구,14439.0
5,동작구,12324.0
6,종로구,14512.0
7,강서구,11967.0
8,송파구,17278.0
9,영등포구,13763.0
10,금천구,15467.0
11,광진구,7473.0
12,구로구,15356.0
13,강동구,15347.0
14,서대문구,6791.0
15,동대문구,15063.0
16,관악구,15576.0
17,중랑구,13494.0
18,노원구,12740.0
19,서초구,15957.0
20,중구,15446.0
21,도봉구,6850.0
22,강북구,5945.0
23,성북구,13315.0
24,양천구,12742.0
