,구청명,월강수량
0,마포구,4403.0
1,강남구,10561.0
2,용산구,5371.0
3,은평구,7062.0
4,성동구,6741.0
5,동작구,5773.0
6,강서구,4085.0
7,종로구,8311.0
8,송파구,7792.0
9,영등포구,4684.0
10,금천구,5828.0
11,광진구,3712.0
12,구로구,4992.0
13,강동구,6771.0
14,서대문구,2257.0
15,동대문구,7670.0
16,관악구,7007.0
17,중랑구,7446.0
18,노원구,7681.0
19,서초구,6549.0
20,중구,8644.0
21,강북구,3982.0
22,도봉구,3649.0
23,성북구,7118.0
24,양천구,4614.0
