,구청명,월강수량
0,마포구,164.0
1,강남구,391.0
2,용산구,179.0
3,은평구,204.0
4,성동구,151.0
5,동작구,197.0
6,종로구,126.0
7,강서구,134.0
8,송파구,248.0
9,영등포구,163.0
10,금천구,185.0
11,광진구,105.0
12,구로구,161.0
13,강동구,231.0
14,서대문구,63.0
15,동대문구,145.0
16,관악구,208.0
17,중랑구,150.0
18,노원구,139.0
19,서초구,245.0
20,중구,167.0
21,강북구,75.0
22,도봉구,70.0
23,성북구,171.0
24,양천구,166.0
